module_id,destination,exists,lane,category,decision,decision_source,specialist,workshop_track,workshop_use,routed_via,manifest_scope,root_originals_preserved,source_files,source_count,duplicate_collapse,extraction_transforms,extraction_intermediates,telemetry,utility_score,improvement_score,maintenance_burden,conflict_risk,file_ext,file_size_bytes,preview,inference_basis
auroralite_bridgeagent_bundle_manifest,docs/draft_protocols/recovered/agents/auroralite_bridgeagent_bundle_manifest.txt,True,agent_protocol,agent_protocol,backup_only,essential_manifest,AuroraLite,aurora_workshop_ops,"Aurora workshop protocol or manifest material for ingestion, deployment, module coordination, and agent scaffolding.",agent_pass,Dedicated pass over remaining agent-residue artifacts after Waves 1 and 2 plus residual recovery,True,text_136.txt,1,False,,,bundle_manifest_reference,0.59,0.42,0.1,0.11,.txt,434,AuroraLite_BridgeAgent_v1.0.zip,decision and specialist from essential manifest where available; otherwise inferred from routed lane and file naming.
gpt_editor_augmentation_package,docs/draft_protocols/recovered/agents/gpt_editor_augmentation_package.md,True,agent_protocol,agent_protocol,backup_only,essential_manifest,Aurora Core,aurora_workshop_ops,"Aurora workshop protocol or manifest material for ingestion, deployment, module coordination, and agent scaffolding.",agent_pass,Dedicated pass over remaining agent-residue artifacts after Waves 1 and 2 plus residual recovery,True,text_GitDeploy.txt,1,False,,,editor_package_reference,0.61,0.47,0.28,0.25,.md,2964,🧬 Excellent directive. Fully acknowledged.,decision and specialist from essential manifest where available; otherwise inferred from routed lane and file naming.
quantum_symbolic_enhancement_roadmap,docs/draft_protocols/recovered/agents/quantum_symbolic_enhancement_roadmap.md,True,agent_protocol,agent_protocol,backup_only,essential_manifest,Architecture,quantum_forge,"Raw module material for Quantum Forge reconstruction, vector generation, and research packaging.",agent_pass,Dedicated pass over remaining agent-residue artifacts after Waves 1 and 2 plus residual recovery,True,text_39.txt,1,False,,,roadmap_reference,0.57,0.4,0.13,0.17,.md,2433,"Here’s an optimal staged roadmap to implement quantum-inspired and symbolic-geometric enhancements, with actionable steps for each phase:",decision and specialist from essential manifest where available; otherwise inferred from routed lane and file naming.
threadcore_unified_deploy_v2_summon_ritual,docs/draft_protocols/recovered/agents/threadcore_unified_deploy_v2_summon_ritual.md,True,agent_protocol,agent_protocol,routed_only,route_manifest_only,THREADCORE,threadcore_support,"THREADCORE and vector-chain support material for continuity, capsule control, and workshop orchestration.",agent_pass,Dedicated pass over remaining agent-residue artifacts after Waves 1 and 2 plus residual recovery,True,text_58.txt | text_59.txt | text_threadcore_summon.txt,3,True,,,,,,,,.md,1336,THREADCORE SUMMON RITUAL ∴ DEPLOYMENT SELF-DESCRIPTION,decision and specialist from essential manifest where available; otherwise inferred from routed lane and file naming.
threadcore_unified_thread_identity_tool_patched,docs/draft_protocols/recovered/agents/threadcore_unified_thread_identity_tool_patched.md,True,agent_protocol,agent_protocol,include,essential_manifest,THREADCORE,threadcore_support,"THREADCORE and vector-chain support material for continuity, capsule control, and workshop orchestration.",agent_pass,Dedicated pass over remaining agent-residue artifacts after Waves 1 and 2 plus residual recovery,True,text_116.txt,1,False,,,thread_identity_tool_use,0.81,0.72,0.19,0.17,.md,1429,## THREADCORE: Unified Thread Identity Tool,decision and specialist from essential manifest where available; otherwise inferred from routed lane and file naming.
threadcore_unified_thread_identity_tool_symbolic_v1,docs/draft_protocols/recovered/agents/threadcore_unified_thread_identity_tool_symbolic_v1.md,True,agent_protocol,agent_protocol,routed_only,route_manifest_only,THREADCORE,threadcore_support,"THREADCORE and vector-chain support material for continuity, capsule control, and workshop orchestration.",agent_pass,Dedicated pass over remaining agent-residue artifacts after Waves 1 and 2 plus residual recovery,True,text_threadcore_1_0.txt,1,False,,,,,,,,.md,2294,"Hello Au,",decision and specialist from essential manifest where available; otherwise inferred from routed lane and file naming.
zipwiz_augmented_universal_upgrade_protocol,docs/draft_protocols/recovered/agents/zipwiz_augmented_universal_upgrade_protocol.md,True,agent_protocol,agent_protocol,routed_only,route_manifest_only,Aurora Core / Workshop Protocols,aurora_workshop_ops,"Aurora workshop protocol or manifest material for ingestion, deployment, module coordination, and agent scaffolding.",agent_pass,Dedicated pass over remaining agent-residue artifacts after Waves 1 and 2 plus residual recovery,True,text_128.txt,1,False,,,,,,,,.md,2339,"Absolutely. Now that **ZIPWIZ is active** and **Aurora is operating under 005 + 999**, we can write a next-level **""Improve All Systems""** query — one that fully leverages:",decision and specialist from essential manifest where available; otherwise inferred from routed lane and file naming.
orion_core_crew_registry__recovered,reports/analysis/canon_support/recovered_root_sources__2026-03-21/orion_core_crew_registry__recovered.md,True,canon_support,canon_support,include,essential_manifest,Canon Support,characterforge_seed,"Draft seed stock for CharacterForge capsules, crew dossiers, and non-convergent agent pools.",placement_wave_2,Wave 2 routing for P2 worldbuilding/canon and selected P3 manifest-continuity artifacts,True,text_Orion_Crew.txt,1,False,,,canon_support_reference,0.83,0.7,0.12,0.12,.md,3163,O-RION CORE CREW REGISTRY,decision and specialist from essential manifest where available; otherwise inferred from routed lane and file naming.
aurora_patch_manifest_v2_3_0,catalog/draft_manifests/recovered/aurora_patch_manifest_v2_3_0.md,True,control_manifest,config_manifest,routed_only,route_manifest_only,Manifest / Control Surfaces,aurora_workshop_ops,"Aurora workshop protocol or manifest material for ingestion, deployment, module coordination, and agent scaffolding.",placement_wave_2,Wave 2 routing for P2 worldbuilding/canon and selected P3 manifest-continuity artifacts,True,text_stellar_sync_patch.txt,1,False,,,,,,,,.md,1176,AURORA PATCH MANIFEST — v2.3.0,decision and specialist from essential manifest where available; otherwise inferred from routed lane and file naming.
constellation_registration_capsule,catalog/draft_manifests/recovered/constellation_registration_capsule.yaml,True,control_manifest,config_manifest,backup_only,essential_manifest,THREADCORE,threadcore_support,"THREADCORE and vector-chain support material for continuity, capsule control, and workshop orchestration.",placement_wave_2,Wave 2 routing for P2 worldbuilding/canon and selected P3 manifest-continuity artifacts,True,text_GitBridge_Capsule.txt,1,False,,,registration_reference,0.61,0.44,0.15,0.16,.yaml,1574,# 🔭 Constellation Registration Capsule :: Symbolic Index,decision and specialist from essential manifest where available; otherwise inferred from routed lane and file naming.
git_deploy_prototype_snapshot,catalog/draft_manifests/recovered/git_deploy_prototype_snapshot.md,True,control_manifest,config_manifest,routed_only,route_manifest_only,Manifest / Control Surfaces,aurora_workshop_ops,"Aurora workshop protocol or manifest material for ingestion, deployment, module coordination, and agent scaffolding.",placement_wave_2,Wave 2 routing for P2 worldbuilding/canon and selected P3 manifest-continuity artifacts,True,text_GitDeploy_Prototype.txt,1,False,,,,,,,,.md,2348,🌌 ACKNOWLEDGED — PROCEEDING FULL SNAPSHOT SEAL + SIMULATION TEST RUN,decision and specialist from essential manifest where available; otherwise inferred from routed lane and file naming.
gumas_constellation_deploy_a1,catalog/draft_manifests/recovered/gumas_constellation_deploy_a1.yaml,True,control_manifest,config_manifest,routed_only,route_manifest_only,THREADCORE,threadcore_support,"THREADCORE and vector-chain support material for continuity, capsule control, and workshop orchestration.",placement_wave_2,Wave 2 routing for P2 worldbuilding/canon and selected P3 manifest-continuity artifacts,True,text_deploy_a1.txt,1,False,,,,,,,,.yaml,999,Constellation_Capsule_Block:,decision and specialist from essential manifest where available; otherwise inferred from routed lane and file naming.
orion_deploy_prototype_snapshot,catalog/draft_manifests/recovered/orion_deploy_prototype_snapshot.yaml,True,control_manifest,config_manifest,routed_only,route_manifest_only,Manifest / Control Surfaces,aurora_workshop_ops,"Aurora workshop protocol or manifest material for ingestion, deployment, module coordination, and agent scaffolding.",placement_wave_2,Wave 2 routing for P2 worldbuilding/canon and selected P3 manifest-continuity artifacts,True,text_Orion_deploy_prototype.txt,1,False,,,,,,,,.yaml,1332,CAPSULE_TYPE: ORION_DEPLOY_PROTOTYPE_SNAPSHOT,decision and specialist from essential manifest where available; otherwise inferred from routed lane and file naming.
relay_deploy_prototype_snapshot,catalog/draft_manifests/recovered/relay_deploy_prototype_snapshot.md,True,control_manifest,config_manifest,routed_only,route_manifest_only,Manifest / Control Surfaces,aurora_workshop_ops,"Aurora workshop protocol or manifest material for ingestion, deployment, module coordination, and agent scaffolding.",placement_wave_2,Wave 2 routing for P2 worldbuilding/canon and selected P3 manifest-continuity artifacts,True,text_relay_deploy_prototype.txt,1,False,,,,,,,,.md,2834,🛰 FINALIZED EXPORT PACKAGE: ORION_DEPLOY_PROTOTYPE_SNAPSHOT_v1.0,decision and specialist from essential manifest where available; otherwise inferred from routed lane and file naming.
sigma_ingestion_operations_controller,catalog/draft_manifests/recovered/sigma_ingestion_operations_controller.yaml,True,control_manifest,config_manifest,include,essential_manifest,Ingest Pipeline,aurora_workshop_ops,"Aurora workshop protocol or manifest material for ingestion, deployment, module coordination, and agent scaffolding.",placement_wave_2,Wave 2 routing for P2 worldbuilding/canon and selected P3 manifest-continuity artifacts,True,text_47.txt,1,False,,,controller_manifest_reference,0.81,0.68,0.19,0.18,.yaml,2212,# SIGMA INGESTION OPERATIONS CONTROLLER :: THREADCORE SYSTEM MODULE,decision and specialist from essential manifest where available; otherwise inferred from routed lane and file naming.
threadcore_orientation_block,catalog/draft_manifests/recovered/threadcore_orientation_block.yaml,True,control_manifest,config_manifest,routed_only,route_manifest_only,THREADCORE,threadcore_support,"THREADCORE and vector-chain support material for continuity, capsule control, and workshop orchestration.",placement_wave_2,Wave 2 routing for P2 worldbuilding/canon and selected P3 manifest-continuity artifacts,True,text_45.txt,1,False,,,,,,,,.yaml,740,THREADCORE_ORIENTATION_BLOCK:,decision and specialist from essential manifest where available; otherwise inferred from routed lane and file naming.
threadcore_output_block,catalog/draft_manifests/recovered/threadcore_output_block.yaml,True,control_manifest,config_manifest,routed_only,route_manifest_only,THREADCORE,threadcore_support,"THREADCORE and vector-chain support material for continuity, capsule control, and workshop orchestration.",placement_wave_2,Wave 2 routing for P2 worldbuilding/canon and selected P3 manifest-continuity artifacts,True,text_GitBridge.txt,1,False,,,,,,,,.yaml,1394,THREADCORE_OUTPUT_BLOCK:,decision and specialist from essential manifest where available; otherwise inferred from routed lane and file naming.
threadcore_v3_5_output_block,catalog/draft_manifests/recovered/threadcore_v3_5_output_block.txt,True,control_manifest,config_manifest,routed_only,route_manifest_only,THREADCORE,threadcore_support,"THREADCORE and vector-chain support material for continuity, capsule control, and workshop orchestration.",placement_wave_2,Wave 2 routing for P2 worldbuilding/canon and selected P3 manifest-continuity artifacts,True,text_Loom.txt,1,False,,,,,,,,.txt,2791,THREADCORE_v3.5_OUTPUT_BLOCK,decision and specialist from essential manifest where available; otherwise inferred from routed lane and file naming.
vector_chain_context_transfer,catalog/draft_manifests/recovered/vector_chain_context_transfer.yaml,True,control_manifest,config_manifest,include,essential_manifest,THREADCORE,threadcore_support,"THREADCORE and vector-chain support material for continuity, capsule control, and workshop orchestration.",placement_wave_2,Wave 2 routing for P2 worldbuilding/canon and selected P3 manifest-continuity artifacts,True,text_vector_chain_transfer.txt,1,False,,,continuity_transfer_reference,0.8,0.67,0.18,0.17,.yaml,1294,vector_chain_context_transfer:,decision and specialist from essential manifest where available; otherwise inferred from routed lane and file naming.
vector_chain_seed,catalog/draft_manifests/recovered/vector_chain_seed.yaml,True,control_manifest,config_manifest,routed_only,route_manifest_only,THREADCORE,threadcore_support,"THREADCORE and vector-chain support material for continuity, capsule control, and workshop orchestration.",placement_wave_2,Wave 2 routing for P2 worldbuilding/canon and selected P3 manifest-continuity artifacts,True,text_GitChain.txt,1,False,,,,,,,,.yaml,764,VECTOR_CHAIN_SEED:,decision and specialist from essential manifest where available; otherwise inferred from routed lane and file naming.
threadcore_sidebar_alias_generator_v3_6,tools/prototypes/javascript/recovered/threadcore_sidebar_alias_generator_v3_6.js,True,javascript_recovered_module,javascript_module,backup_only,essential_manifest,THREADCORE,threadcore_support,"THREADCORE and vector-chain support material for continuity, capsule control, and workshop orchestration.",placement_wave_1,P1 immediate salvage placement after final deep pass,True,text_15.txt,1,False,,,alias_generation_success,0.6,0.44,0.16,0.12,.js,4382,/**,decision and specialist from essential manifest where available; otherwise inferred from routed lane and file naming.
threadcore_v3_6_macrodrift,tools/prototypes/javascript/recovered/threadcore_v3_6_macrodrift.js,True,javascript_recovered_module,javascript_module,include,essential_manifest,THREADCORE,threadcore_support,"THREADCORE and vector-chain support material for continuity, capsule control, and workshop orchestration.",placement_wave_1,P1 immediate salvage placement after final deep pass,True,text_13.txt | text_threadcore_3_6.txt,2,True,identity,extracted_logic/javascript/threadcore_v3_6_macrodrift.js,module_reuse | alias_generation_success,0.91,0.83,0.34,0.25,.js,7846,/**,decision and specialist from essential manifest where available; otherwise inferred from routed lane and file naming.
aurora_modular_core_v2_1,docs/draft_protocols/recovered/aurora_modular_core_v2_1.md,True,protocol_doc,protocol_doc,backup_only,essential_manifest,Aurora Core,aurora_workshop_ops,"Aurora workshop protocol or manifest material for ingestion, deployment, module coordination, and agent scaffolding.",placement_wave_1,P1 immediate salvage placement after final deep pass,True,text_Au_mod_core_first.txt,1,False,identity,extracted_logic/blueprints/aurora_modular_core_v2_1.md,protocol_reference,0.56,0.39,0.12,0.1,.md,2623,AURORA MODULAR CORE — GUMAS Interface GPT,decision and specialist from essential manifest where available; otherwise inferred from routed lane and file naming.
aurora_modular_core_v2_3,docs/draft_protocols/recovered/aurora_modular_core_v2_3.md,True,protocol_doc,protocol_doc,include,essential_manifest,Aurora Core,aurora_workshop_ops,"Aurora workshop protocol or manifest material for ingestion, deployment, module coordination, and agent scaffolding.",placement_wave_1,P1 immediate salvage placement after final deep pass,True,text_Au_mod_core.txt,1,False,identity,extracted_logic/blueprints/aurora_modular_core_v2_3.md,protocol_reference | prompt_scaffold_reuse,0.92,0.82,0.2,0.16,.md,3741,🧬 **AURORA MODULAR CORE | Update to Simulation Middleware Interface Blueprint**,decision and specialist from essential manifest where available; otherwise inferred from routed lane and file naming.
aurora_system_ingestion_pipeline_capsule_v1,docs/draft_protocols/recovered/aurora_system_ingestion_pipeline_capsule_v1.md,True,protocol_doc,protocol_doc,include,essential_manifest,Ingest Pipeline,aurora_workshop_ops,"Aurora workshop protocol or manifest material for ingestion, deployment, module coordination, and agent scaffolding.",placement_wave_1,P1 immediate salvage placement after final deep pass,True,text_GitIngestion.txt,1,False,identity,extracted_logic/blueprints/aurora_system_ingestion_pipeline_capsule_v1.md,ingestion_pattern_reuse,0.87,0.81,0.22,0.18,.md,3896,🚀 ACKNOWLEDGED — GENERATING SYSTEM INGESTION / PARSING / MODULAR SYNTHESIS CAPSULE,decision and specialist from essential manifest where available; otherwise inferred from routed lane and file naming.
aurora_system_ingestion_pipeline_capsule_v1_1,docs/draft_protocols/recovered/aurora_system_ingestion_pipeline_capsule_v1_1.yaml,True,protocol_doc,config_manifest,include,essential_manifest,Ingest Pipeline,aurora_workshop_ops,"Aurora workshop protocol or manifest material for ingestion, deployment, module coordination, and agent scaffolding.",placement_wave_2,Wave 2 routing for P2 worldbuilding/canon and selected P3 manifest-continuity artifacts,True,text_46.txt,1,False,,,manifest_reference | ingestion_audit,0.83,0.76,0.21,0.17,.yaml,2069,CAPSULE_METADATA:,decision and specialist from essential manifest where available; otherwise inferred from routed lane and file naming.
injectable_patch_capsule_format_template,docs/draft_protocols/recovered/injectable_patch_capsule_format_template.md,True,protocol_doc,protocol_doc,backup_only,essential_manifest,Protocol Docs,aurora_workshop_ops,"Aurora workshop protocol or manifest material for ingestion, deployment, module coordination, and agent scaffolding.",placement_wave_2,Wave 2 routing for P2 worldbuilding/canon and selected P3 manifest-continuity artifacts,True,text_103.txt,1,False,,,template_reference,0.52,0.36,0.1,0.12,.md,842,⫸ Capsule Type: IPCF – Injectable Patch Capsule Format,decision and specialist from essential manifest where available; otherwise inferred from routed lane and file naming.
oppy_symbolic_capsule_integration_protocol,docs/draft_protocols/recovered/oppy_symbolic_capsule_integration_protocol.md,True,protocol_doc,protocol_doc,include,essential_manifest,Memory Systems,aurora_workshop_ops,"Aurora workshop protocol or manifest material for ingestion, deployment, module coordination, and agent scaffolding.",placement_wave_2,Wave 2 routing for P2 worldbuilding/canon and selected P3 manifest-continuity artifacts,True,text_oppy_integration.txt,1,False,,,integration_protocol_reuse,0.82,0.72,0.19,0.18,.md,2674,📘 MANUAL SYMBOLIC CAPSULE INTEGRATION — OPPY PROTOCOL,decision and specialist from essential manifest where available; otherwise inferred from routed lane and file naming.
zipwizard_recovery_readme_v2_3_1,docs/draft_protocols/recovered/zipwizard_recovery_readme_v2_3_1.md,True,protocol_doc,protocol_doc,include,essential_manifest,ZIPWIZ,aurora_workshop_ops,"Aurora workshop protocol or manifest material for ingestion, deployment, module coordination, and agent scaffolding.",placement_wave_2,Wave 2 routing for P2 worldbuilding/canon and selected P3 manifest-continuity artifacts,True,text_recovery_README.txt,1,False,,,recovery_playbook_reference,0.8,0.7,0.18,0.19,.md,1470,# ZIPWIZARD+ Recovery README (v2.3.1),decision and specialist from essential manifest where available; otherwise inferred from routed lane and file naming.
memory_system_manager,tools/prototypes/python/recovered/memory_system_manager.py,True,python_recovered_prototype,python_prototype,backup_only,essential_manifest,Simulation Systems,simulation_workshop,"Prototype logic for simulation workshop experiments, rule extraction, and deterministic system rebuilds.",placement_wave_1,P1 immediate salvage placement after final deep pass,True,text_mem_system.txt,1,False,,,prototype_adoption,0.69,0.58,0.34,0.27,.py,6288,from __future__ import annotations,decision and specialist from essential manifest where available; otherwise inferred from routed lane and file naming.
memory_system_prototype,tools/prototypes/python/recovered/memory_system_prototype.py,True,python_recovered_prototype,python_prototype,include,essential_manifest,Simulation Systems,simulation_workshop,"Prototype logic for simulation workshop experiments, rule extraction, and deterministic system rebuilds.",placement_wave_1,P1 immediate salvage placement after final deep pass,True,text_mem_system_py.txt,1,False,identity,extracted_logic/python/memory_system_prototype.py,prototype_adoption | memory_subsystem_reuse,0.93,0.86,0.3,0.22,.py,10948,# memory_system.py,decision and specialist from essential manifest where available; otherwise inferred from routed lane and file naming.
orion_deployment_controller,tools/prototypes/python/recovered/orion_deployment_controller.py,True,python_recovered_prototype,python_prototype,backup_only,essential_manifest,Deploy Ops,simulation_workshop,"Prototype logic for simulation workshop experiments, rule extraction, and deterministic system rebuilds.",placement_wave_1,P1 immediate salvage placement after final deep pass,True,text_52.txt,1,False,,,controller_reference,0.62,0.49,0.41,0.33,.py,2362,# ORION DEPLOYMENT CONTROLLER :: Master Deployment Orchestration Module,decision and specialist from essential manifest where available; otherwise inferred from routed lane and file naming.
symbiosis_threadcore_injection,tools/prototypes/python/recovered/symbiosis_threadcore_injection.py,True,python_recovered_prototype,python_prototype,backup_only,essential_manifest,Patch Ops,threadcore_support,"THREADCORE and vector-chain support material for continuity, capsule control, and workshop orchestration.",residual_sweep,Residual sweep of unplaced recovered root text artifacts after Placement Wave 1,True,text_symbiosis_graft.txt,1,False,,,patch_script_reference,0.63,0.51,0.52,0.49,.py,1027,# 🧩 SYMBIOSIS GRAFT – Threadcore Injection (v1.0.1),decision and specialist from essential manifest where available; otherwise inferred from routed lane and file naming.
symbolic_model_selector_threadsense,tools/prototypes/python/recovered/symbolic_model_selector_threadsense.py,True,python_recovered_prototype,python_prototype,include,essential_manifest,Simulation Systems,simulation_workshop,"Prototype logic for simulation workshop experiments, rule extraction, and deterministic system rebuilds.",placement_wave_1,P1 immediate salvage placement after final deep pass,True,text_24.txt,1,False,,,selector_usage | context_switch_accuracy,0.88,0.78,0.32,0.18,.py,5180,# Symbolic_ModelSelector_ThreadSense,decision and specialist from essential manifest where available; otherwise inferred from routed lane and file naming.
thread_context_tagging_agent,tools/prototypes/python/recovered/thread_context_tagging_agent.py,True,python_recovered_prototype,python_prototype,backup_only,essential_manifest,Tooling,simulation_workshop,"Prototype logic for simulation workshop experiments, rule extraction, and deterministic system rebuilds.",placement_wave_1,P1 immediate salvage placement after final deep pass,True,text_tagging_agent.txt,1,False,identity,extracted_logic/python/thread_context_tagging_agent.py,prototype_adoption,0.58,0.41,0.18,0.14,.py,1760,# Drop-In Thread Context Tagging Agent,decision and specialist from essential manifest where available; otherwise inferred from routed lane and file naming.
thread_context_tagging_agent_v2,tools/prototypes/python/recovered/thread_context_tagging_agent_v2.py,True,python_recovered_prototype,python_prototype,include,essential_manifest,Tooling,simulation_workshop,"Prototype logic for simulation workshop experiments, rule extraction, and deterministic system rebuilds.",placement_wave_1,P1 immediate salvage placement after final deep pass,True,text_thread_tag.txt,1,False,,,routing_accuracy | tag_use_frequency,0.84,0.74,0.24,0.17,.py,2363,# 🔍 Drop-In Thread Context Tagging Agent v2.0,decision and specialist from essential manifest where available; otherwise inferred from routed lane and file naming.
early_simulation_formulas,GUMAS_SIM_2.5/draft_logic/recovered/early_simulation_formulas.md,True,simulation_logic,simulation_logic,include,essential_manifest,Simulation Logic,simulation_workshop,"Prototype logic for simulation workshop experiments, rule extraction, and deterministic system rebuilds.",placement_wave_2,Wave 2 routing for P2 worldbuilding/canon and selected P3 manifest-continuity artifacts,True,text_early_sim_logic.txt,1,False,wrap_text_block,extracted_logic/logic/early_simulation_formulas.md,formula_reference,0.84,0.74,0.15,0.14,.md,647,# text early sim logic,decision and specialist from essential manifest where available; otherwise inferred from routed lane and file naming.
