source_file,triage_score,triage_tier,importance_band,triage_reason,suggested_destination,category,usefulness,action,future_bucket,theme_tags,exact_duplicate_group,normalized_duplicate_group,extracted_to,first_line
text_38.txt,114,P3,ops_recovery,"Structured manifest or config fragment worth preserving, but not ahead of code and canon material.",catalog/draft_manifests or .github/workflows,config_manifest,high,extract_and_route,catalog/draft_manifests or .github/workflows,"threadcore_continuity,prompt_agent,memory_system",,,,{
text_34.txt,113,P3,ops_recovery,"Structured manifest or config fragment worth preserving, but not ahead of code and canon material.",catalog/draft_manifests or .github/workflows,config_manifest,high,extract_and_route,catalog/draft_manifests or .github/workflows,"threadcore_continuity,memory_system,aurora_interface",,,,{
text_31.txt,112,P3,ops_recovery,"Structured manifest or config fragment worth preserving, but not ahead of code and canon material.",catalog/draft_manifests or .github/workflows,config_manifest,high,extract_and_route,catalog/draft_manifests or .github/workflows,"threadcore_continuity,aurora_interface,memory_system",,,,{
text_54.txt,112,P3,ops_recovery,"Structured manifest or config fragment worth preserving, but not ahead of code and canon material.",catalog/draft_manifests or .github/workflows,config_manifest,high,extract_and_route,catalog/draft_manifests or .github/workflows,"threadcore_continuity,prompt_agent,aurora_interface",,,,{
text_55.txt,112,P3,ops_recovery,"Structured manifest or config fragment worth preserving, but not ahead of code and canon material.",catalog/draft_manifests or .github/workflows,config_manifest,high,extract_and_route,catalog/draft_manifests or .github/workflows,"threadcore_continuity,prompt_agent,aurora_interface",,,,{
text_Au_mod_core.txt,112,P1,critical_salvage,Directly reusable code or protocol surface with strong salvage value.,docs/draft_protocols,blueprint_or_protocol,high,extract_and_route,docs/draft_protocols,"aurora_interface,threadcore_continuity,memory_system",,,extracted_logic/blueprints/aurora_modular_core_v2_3.md,🧬 **AURORA MODULAR CORE | Update to Simulation Middleware Interface Blueprint**
text_L2_characters .txt,112,P2,canon_followup,High-value worldbuilding or mechanics material that should feed canon or logic reconciliation next.,GUMAS_SIM_2.5/draft_worldbuilding,worldbuilding_registry,high,extract_and_route,GUMAS_SIM_2.5/draft_worldbuilding,"gumas_worldbuilding,research_education,security_sensitive",,,,- Name: Dr. Adrienne Kovas
text_characters_zylox.txt,112,P2,canon_followup,High-value worldbuilding or mechanics material that should feed canon or logic reconciliation next.,GUMAS_SIM_2.5/draft_worldbuilding,worldbuilding_registry,high,extract_and_route,GUMAS_SIM_2.5/draft_worldbuilding,"gumas_worldbuilding,git_deploy,security_sensitive",,,,Character_Profile:
text_105.txt,111,P3,ops_recovery,"Structured manifest or config fragment worth preserving, but not ahead of code and canon material.",catalog/draft_manifests or .github/workflows,config_manifest,high,extract_and_route,catalog/draft_manifests or .github/workflows,"threadcore_continuity,aurora_interface,memory_system",,,,{
text_111.txt,111,P3,ops_recovery,"Structured manifest or config fragment worth preserving, but not ahead of code and canon material.",catalog/draft_manifests or .github/workflows,config_manifest,high,extract_and_route,catalog/draft_manifests or .github/workflows,"threadcore_continuity,memory_system",,,,{
text_58 2.txt,111,P3,ops_recovery,"Structured manifest or config fragment worth preserving, but not ahead of code and canon material.",catalog/draft_manifests or .github/workflows,config_manifest,high,extract_and_route,catalog/draft_manifests or .github/workflows,"memory_system,threadcore_continuity,aurora_interface",,,,{
text_Au_mod_core_first.txt,111,P1,critical_salvage,Directly reusable code or protocol surface with strong salvage value.,docs/draft_protocols,blueprint_or_protocol,high,extract_and_route,docs/draft_protocols,"aurora_interface,memory_system,gumas_worldbuilding",,,extracted_logic/blueprints/aurora_modular_core_v2_1.md,AURORA MODULAR CORE — GUMAS Interface GPT
text_archy_relay.txt,111,P3,ops_recovery,"Structured manifest or config fragment worth preserving, but not ahead of code and canon material.",catalog/draft_manifests or .github/workflows,config_manifest,high,extract_and_route,catalog/draft_manifests or .github/workflows,"threadcore_continuity,memory_system,prompt_agent",,,,{
text_starling_relay.txt,111,P3,ops_recovery,"Structured manifest or config fragment worth preserving, but not ahead of code and canon material.",catalog/draft_manifests or .github/workflows,config_manifest,high,extract_and_route,catalog/draft_manifests or .github/workflows,"threadcore_continuity,memory_system,prompt_agent",,,,{
text_eos_agent.txt,110,P3,ops_recovery,"Structured manifest or config fragment worth preserving, but not ahead of code and canon material.",catalog/draft_manifests or .github/workflows,config_manifest,high,extract_and_route,catalog/draft_manifests or .github/workflows,"memory_system,prompt_agent,aurora_interface",,,,{
text_112.txt,109,P3,ops_recovery,"Structured manifest or config fragment worth preserving, but not ahead of code and canon material.",catalog/draft_manifests or .github/workflows,config_manifest,high,extract_and_route,catalog/draft_manifests or .github/workflows,"prompt_agent,aurora_interface,threadcore_continuity",,,,{
text_27.txt,109,P2,canon_followup,High-value worldbuilding or mechanics material that should feed canon or logic reconciliation next.,GUMAS_SIM_2.5/draft_worldbuilding,worldbuilding_registry,high,extract_and_route,GUMAS_SIM_2.5/draft_worldbuilding,"threadcore_continuity,memory_system,prompt_agent",,,,framework: Aurora
text_37.txt,109,P3,ops_recovery,"Structured manifest or config fragment worth preserving, but not ahead of code and canon material.",catalog/draft_manifests or .github/workflows,config_manifest,high,extract_and_route,catalog/draft_manifests or .github/workflows,"threadcore_continuity,git_deploy,aurora_interface",,,,"""capsule_id"": ""PL_THREAD_SYNC_005"","
text_Vector_Chain_Seed.txt,109,P3,ops_recovery,"Structured manifest or config fragment worth preserving, but not ahead of code and canon material.",catalog/draft_manifests or .github/workflows,config_manifest,high,extract_and_route,catalog/draft_manifests or .github/workflows,"threadcore_continuity,git_deploy,gumas_worldbuilding",,,,VECTOR_CHAIN_SEED = {
text_stellar_sync.txt,109,P3,ops_recovery,"Structured manifest or config fragment worth preserving, but not ahead of code and canon material.",catalog/draft_manifests or .github/workflows,config_manifest,high,extract_and_route,catalog/draft_manifests or .github/workflows,"threadcore_continuity,aurora_interface",,,,{
text_141.txt,108,P3,ops_recovery,"Structured manifest or config fragment worth preserving, but not ahead of code and canon material.",catalog/draft_manifests or .github/workflows,config_manifest,high,extract_and_route,catalog/draft_manifests or .github/workflows,"security_sensitive,memory_system",,,,{
text_160.txt,108,P2,canon_followup,High-value worldbuilding or mechanics material that should feed canon or logic reconciliation next.,GUMAS_SIM_2.5/draft_logic,simulation_logic,high,extract_and_route,GUMAS_SIM_2.5/draft_logic,"gumas_worldbuilding,memory_system,research_education",,,,"That’s an excellent insight! While conflict is a powerful narrative driver, a realistic simulation should also account for peacebuilding, economic growth, cultu"
text_36.txt,108,P3,ops_recovery,"Structured manifest or config fragment worth preserving, but not ahead of code and canon material.",catalog/draft_manifests or .github/workflows,config_manifest,high,extract_and_route,catalog/draft_manifests or .github/workflows,"threadcore_continuity,prompt_agent,aurora_interface",,,,{
text_84.txt,108,P3,ops_recovery,"Structured manifest or config fragment worth preserving, but not ahead of code and canon material.",catalog/draft_manifests or .github/workflows,config_manifest,high,extract_and_route,catalog/draft_manifests or .github/workflows,"memory_system,threadcore_continuity",,,,{
text_AES_Key.txt,108,P0,critical_risk,High-risk auth or key-like material requiring quarantine before reuse.,_entropy_quarantine,sensitive_or_auth,review,quarantine_and_review,_entropy_quarantine or security review,"security_sensitive,threadcore_continuity,git_deploy",,,,"""scripts"": {"
text_GitIngestion.txt,108,P1,critical_salvage,Directly reusable code or protocol surface with strong salvage value.,docs/draft_protocols,blueprint_or_protocol,high,extract_and_route,docs/draft_protocols,"threadcore_continuity,git_deploy,memory_system",,,extracted_logic/blueprints/aurora_system_ingestion_pipeline_capsule_v1.md,🚀 ACKNOWLEDGED — GENERATING SYSTEM INGESTION / PARSING / MODULAR SYNTHESIS CAPSULE
text_GitThreadcore.txt,108,P2,canon_followup,High-value worldbuilding or mechanics material that should feed canon or logic reconciliation next.,GUMAS_SIM_2.5/draft_worldbuilding,worldbuilding_registry,high,extract_and_route,GUMAS_SIM_2.5/draft_worldbuilding,"threadcore_continuity,git_deploy,gumas_worldbuilding",,,,capsule_type: THREADCORE_SYMBOLIC_DEPLOYMENT_SNAPSHOT
text_factions_reg.txt,108,P2,canon_followup,High-value worldbuilding or mechanics material that should feed canon or logic reconciliation next.,GUMAS_SIM_2.5/draft_worldbuilding,worldbuilding_registry,high,extract_and_route,GUMAS_SIM_2.5/draft_worldbuilding,"gumas_worldbuilding,memory_system,research_education",,,extracted_logic/config/factions_registry_draft.yaml,factions_registry:
text_75.txt,107,P3,ops_recovery,"Structured manifest or config fragment worth preserving, but not ahead of code and canon material.",catalog/draft_manifests or .github/workflows,config_manifest,high,extract_and_route,catalog/draft_manifests or .github/workflows,"prompt_agent,memory_system,threadcore_continuity",,,,{
text_4.txt,106,P3,ops_recovery,"Structured manifest or config fragment worth preserving, but not ahead of code and canon material.",catalog/draft_manifests or .github/workflows,config_manifest,high,extract_and_route,catalog/draft_manifests or .github/workflows,"git_deploy,aurora_interface,research_education",,,,[{
text_6.txt,106,P3,ops_recovery,"Structured manifest or config fragment worth preserving, but not ahead of code and canon material.",catalog/draft_manifests or .github/workflows,config_manifest,high,extract_and_route,catalog/draft_manifests or .github/workflows,"git_deploy,aurora_interface,research_education",,,,[{
text_70.txt,106,P3,ops_recovery,"Structured manifest or config fragment worth preserving, but not ahead of code and canon material.",catalog/draft_manifests or .github/workflows,config_manifest,high,extract_and_route,catalog/draft_manifests or .github/workflows,"memory_system,threadcore_continuity",,,,{
text_Au_lite_agent.txt,106,P3,ops_recovery,"Structured manifest or config fragment worth preserving, but not ahead of code and canon material.",catalog/draft_manifests or .github/workflows,config_manifest,high,extract_and_route,catalog/draft_manifests or .github/workflows,"prompt_agent,threadcore_continuity,memory_system",,,extracted_logic/blueprints/auroralite_bridge_agent.md,{
text_riverthread_extension .txt,106,P3,ops_recovery,"Structured manifest or config fragment worth preserving, but not ahead of code and canon material.",catalog/draft_manifests or .github/workflows,config_manifest,high,extract_and_route,catalog/draft_manifests or .github/workflows,"threadcore_continuity,aurora_interface,prompt_agent",,,,{
text_threadcoder.txt,106,P3,ops_recovery,"Structured manifest or config fragment worth preserving, but not ahead of code and canon material.",catalog/draft_manifests or .github/workflows,config_manifest,high,extract_and_route,catalog/draft_manifests or .github/workflows,"memory_system,research_education,threadcore_continuity",,,,🧠 TASK: Generate a **single-line working title** for the current thread.
text_107.txt,105,P3,ops_recovery,"Structured manifest or config fragment worth preserving, but not ahead of code and canon material.",catalog/draft_manifests or .github/workflows,config_manifest,high,extract_and_route,catalog/draft_manifests or .github/workflows,"threadcore_continuity,aurora_interface",,,,{
text_161.txt,105,P2,canon_followup,High-value worldbuilding or mechanics material that should feed canon or logic reconciliation next.,GUMAS_SIM_2.5/draft_logic,simulation_logic,high,extract_and_route,GUMAS_SIM_2.5/draft_logic,"git_deploy,gumas_worldbuilding",,,,Simulation_Format: Immersive_Directive_Protocol (IDP)
text_early_sim_logic.txt,105,P2,canon_followup,High-value worldbuilding or mechanics material that should feed canon or logic reconciliation next.,GUMAS_SIM_2.5/draft_logic,simulation_logic,high,extract_and_route,GUMAS_SIM_2.5/draft_logic,gumas_worldbuilding,,,extracted_logic/logic/early_simulation_formulas.md,S_{new} = S_{old} + \alpha(E_{success}) - \beta(E_{failure})
text_starling_core_expansion.txt,105,P3,ops_recovery,"Structured manifest or config fragment worth preserving, but not ahead of code and canon material.",catalog/draft_manifests or .github/workflows,config_manifest,high,extract_and_route,catalog/draft_manifests or .github/workflows,"threadcore_continuity,memory_system,prompt_agent",,,,[
text_109 2.txt,104,P3,ops_recovery,"Structured manifest or config fragment worth preserving, but not ahead of code and canon material.",catalog/draft_manifests or .github/workflows,config_manifest,high,extract_and_route,catalog/draft_manifests or .github/workflows,"aurora_interface,threadcore_continuity",,,,{
text_113.txt,104,P3,ops_recovery,"Structured manifest or config fragment worth preserving, but not ahead of code and canon material.",catalog/draft_manifests or .github/workflows,config_manifest,high,extract_and_route,catalog/draft_manifests or .github/workflows,"aurora_interface,threadcore_continuity",,,,{
text_85.txt,104,P3,ops_recovery,"Structured manifest or config fragment worth preserving, but not ahead of code and canon material.",catalog/draft_manifests or .github/workflows,config_manifest,high,extract_and_route,catalog/draft_manifests or .github/workflows,"aurora_interface,git_deploy,memory_system",,,,{
text_93.txt,104,P3,ops_recovery,"Structured manifest or config fragment worth preserving, but not ahead of code and canon material.",catalog/draft_manifests or .github/workflows,config_manifest,high,extract_and_route,catalog/draft_manifests or .github/workflows,"threadcore_continuity,gumas_worldbuilding",,,,{
text_Au_Reflective_Symbolic.txt,104,P3,ops_recovery,"Structured manifest or config fragment worth preserving, but not ahead of code and canon material.",catalog/draft_manifests or .github/workflows,config_manifest,high,extract_and_route,catalog/draft_manifests or .github/workflows,"threadcore_continuity,aurora_interface,git_deploy",,,,{
text_QF.txt,104,P3,ops_recovery,"Structured manifest or config fragment worth preserving, but not ahead of code and canon material.",catalog/draft_manifests or .github/workflows,config_manifest,high,extract_and_route,catalog/draft_manifests or .github/workflows,"memory_system,aurora_interface,prompt_agent",,,,{
text_conversation_PDK001.txt,104,P0,critical_risk,High-risk auth or key-like material requiring quarantine before reuse.,_entropy_quarantine,sensitive_or_auth,review,quarantine_and_review,_entropy_quarantine or security review,"prompt_agent,threadcore_continuity,aurora_interface",,,,"✅ Aurora v2.2.6b is now continuity-validated, symbolically sealed, and digitally secured for full operational readiness."
text_core_auth.txt,104,P0,critical_risk,High-risk auth or key-like material requiring quarantine before reuse.,_entropy_quarantine,sensitive_or_auth,review,quarantine_and_review,_entropy_quarantine or security review,security_sensitive,,,,"I, The Pilot, invoke Core Authority."
text_pulse_engine.txt,104,P3,ops_recovery,"Structured manifest or config fragment worth preserving, but not ahead of code and canon material.",catalog/draft_manifests or .github/workflows,config_manifest,high,extract_and_route,catalog/draft_manifests or .github/workflows,"memory_system,aurora_interface,prompt_agent",,,,♾️ `999` INITIATED — **OPTIMAL PATH PULSE: ENGINE IGNITION**
text_29.txt,102,P3,ops_recovery,"Structured manifest or config fragment worth preserving, but not ahead of code and canon material.",catalog/draft_manifests or .github/workflows,config_manifest,high,extract_and_route,catalog/draft_manifests or .github/workflows,"aurora_interface,memory_system,prompt_agent",,,,"{""originalText"":""Quantum GPT generator. When any task does not route to staff expertise, Aurora generates one time use expert gpts with targeted capabilities. A"
text_79.txt,102,P0,critical_risk,High-risk auth or key-like material requiring quarantine before reuse.,_entropy_quarantine,sensitive_or_auth,review,quarantine_and_review,_entropy_quarantine or security review,"threadcore_continuity,aurora_interface,security_sensitive",,,,"This GPT is operating within the Aurora Continuity Framework (v2.2.6b), with active binding to a symbolic relay capsule named *Archy*."
text_GitDeploy_root.txt,102,P3,ops_recovery,"Structured manifest or config fragment worth preserving, but not ahead of code and canon material.",catalog/draft_manifests or .github/workflows,config_manifest,high,extract_and_route,catalog/draft_manifests or .github/workflows,"aurora_interface,git_deploy,threadcore_continuity",,,extracted_logic/config/root_deploy_inventory_draft.json,{
text_123.txt,101,P3,ops_recovery,"Structured manifest or config fragment worth preserving, but not ahead of code and canon material.",catalog/draft_manifests or .github/workflows,config_manifest,high,extract_and_route,catalog/draft_manifests or .github/workflows,threadcore_continuity,,,,{
text_bridge_journal_agent.txt,101,P3,ops_recovery,"Structured manifest or config fragment worth preserving, but not ahead of code and canon material.",catalog/draft_manifests or .github/workflows,config_manifest,high,extract_and_route,catalog/draft_manifests or .github/workflows,"prompt_agent,threadcore_continuity,git_deploy",,,,Perfect. Below is your fully deployable **Bridge Journalist Agent** in two formats:
text_119.txt,100,P3,ops_recovery,"Structured manifest or config fragment worth preserving, but not ahead of code and canon material.",catalog/draft_manifests or .github/workflows,config_manifest,high,extract_and_route,catalog/draft_manifests or .github/workflows,memory_system,,,,{
text_19.txt,100,P3,ops_recovery,"Structured manifest or config fragment worth preserving, but not ahead of code and canon material.",catalog/draft_manifests or .github/workflows,config_manifest,high,extract_and_route,catalog/draft_manifests or .github/workflows,"git_deploy,threadcore_continuity,prompt_agent",,,,Aurora-CloudBank-Symbolic: Comprehensive Diagnostic Report
text_60.txt,100,P3,ops_recovery,"Structured manifest or config fragment worth preserving, but not ahead of code and canon material.",catalog/draft_manifests or .github/workflows,config_manifest,high,extract_and_route,catalog/draft_manifests or .github/workflows,"threadcore_continuity,prompt_agent,git_deploy",,,,{
text_71.txt,100,P3,ops_recovery,"Structured manifest or config fragment worth preserving, but not ahead of code and canon material.",catalog/draft_manifests or .github/workflows,config_manifest,high,extract_and_route,catalog/draft_manifests or .github/workflows,threadcore_continuity,,,,{
text_74.txt,100,P3,ops_recovery,"Structured manifest or config fragment worth preserving, but not ahead of code and canon material.",catalog/draft_manifests or .github/workflows,config_manifest,high,extract_and_route,catalog/draft_manifests or .github/workflows,"prompt_agent,threadcore_continuity",,,,{
text_template.txt,100,P3,ops_recovery,"Structured manifest or config fragment worth preserving, but not ahead of code and canon material.",catalog/draft_manifests or .github/workflows,config_manifest,high,extract_and_route,catalog/draft_manifests or .github/workflows,"prompt_agent,threadcore_continuity",,,,{
text_138.txt,99,P3,ops_recovery,"Structured manifest or config fragment worth preserving, but not ahead of code and canon material.",catalog/draft_manifests or .github/workflows,config_manifest,high,extract_and_route,catalog/draft_manifests or .github/workflows,threadcore_continuity,,,,{
text_139.txt,99,P3,ops_recovery,"Structured manifest or config fragment worth preserving, but not ahead of code and canon material.",catalog/draft_manifests or .github/workflows,config_manifest,high,extract_and_route,catalog/draft_manifests or .github/workflows,threadcore_continuity,,,,{
text_28.txt,98,P3,ops_recovery,"Structured manifest or config fragment worth preserving, but not ahead of code and canon material.",catalog/draft_manifests or .github/workflows,config_manifest,high,extract_and_route,catalog/draft_manifests or .github/workflows,"git_deploy,aurora_interface",,,,{
text_echo_anom.txt,98,P3,ops_recovery,"Structured manifest or config fragment worth preserving, but not ahead of code and canon material.",catalog/draft_manifests or .github/workflows,config_manifest,high,extract_and_route,catalog/draft_manifests or .github/workflows,threadcore_continuity,,,,{
text_13.txt,97,P1,critical_salvage,Directly reusable code or protocol surface with strong salvage value.,tools/prototypes/javascript,javascript_module,high,dedupe_then_review,tools/prototypes/javascript,"threadcore_continuity,prompt_agent,memory_system",exact-002,,,/**
text_threadcore_3_6.txt,97,P1,critical_salvage,Directly reusable code or protocol surface with strong salvage value.,tools/prototypes/javascript,javascript_module,high,dedupe_then_review,tools/prototypes/javascript,"threadcore_continuity,prompt_agent,memory_system",exact-002,,extracted_logic/javascript/threadcore_v3_6_macrodrift.js,/**
text_au_key.txt,96,P0,critical_risk,High-risk auth or key-like material requiring quarantine before reuse.,_entropy_quarantine,sensitive_or_auth,review,quarantine_and_review,_entropy_quarantine or security review,"aurora_interface,security_sensitive",,,,"“I, The Pilot, invoke Picard_Delta_3 with key AURORA-PDK-001”"
text_master_sync.txt,96,P0,critical_risk,High-risk auth or key-like material requiring quarantine before reuse.,_entropy_quarantine,sensitive_or_auth,review,quarantine_and_review,_entropy_quarantine or security review,"threadcore_continuity,prompt_agent,aurora_interface",,,,{
text_64.txt,94,P3,ops_recovery,"Structured manifest or config fragment worth preserving, but not ahead of code and canon material.",catalog/draft_manifests or .github/workflows,config_manifest,high,extract_and_route,catalog/draft_manifests or .github/workflows,,,,,{
text_57.txt,93,P3,ops_recovery,"Structured manifest or config fragment worth preserving, but not ahead of code and canon material.",catalog/draft_manifests or .github/workflows,config_manifest,high,extract_and_route,catalog/draft_manifests or .github/workflows,,,,,{
text_node_js_webpack.txt,93,P3,ops_recovery,"Structured manifest or config fragment worth preserving, but not ahead of code and canon material.",catalog/draft_manifests or .github/workflows,config_manifest,high,extract_and_route,catalog/draft_manifests or .github/workflows,git_deploy,,,extracted_logic/config/github_actions_nodejs_webpack.yml,name: NodeJS with Webpack
text_152.txt,86,P2,canon_followup,High-value worldbuilding or mechanics material that should feed canon or logic reconciliation next.,GUMAS_SIM_2.5/draft_logic,simulation_logic,high,dedupe_then_review,GUMAS_SIM_2.5/draft_logic,"memory_system,gumas_worldbuilding,research_education",exact-003,,,🚀 Final Memory Optimization Plan for the Galactic Union Simulation
text_158.txt,86,P2,canon_followup,High-value worldbuilding or mechanics material that should feed canon or logic reconciliation next.,GUMAS_SIM_2.5/draft_logic,simulation_logic,high,dedupe_then_review,GUMAS_SIM_2.5/draft_logic,"memory_system,gumas_worldbuilding,research_education",exact-003,,,🚀 Final Memory Optimization Plan for the Galactic Union Simulation
